,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,training_count
9367,0.0,0.0,0.0,11,2,0,Name some shows whose company is owned by the CBS Corporation?,"[['dbp:company'], ['dbo:owner']]",[],"[[24], [83]]"
9378,0.0,0.0,0.0,9,1,0,From where does the river Upper Neretva start flowing?,[['dbo:riverMouth']],[],[[39]]
9384,0.0,0.0,0.0,7,1,0,Is Pixar Canada a subsidiary of Pixar?,[['dbo:subsidiary']],[],[[9]]
9390,0.0,0.0,0.0,7,1,0,what country is nusrat jahan originally from,[['dbo:nationality']],[],[[266]]
9400,0.0,0.0,0.0,7,1,1,who produced the escape in the silent,[['dbp:studio']],['dbo:producer'],[[136]]
9405,0.0,0.0,0.0,10,2,0,To which country do the players of Waitakere United belong?,"[['dbo:team'], ['dbo:country']]",[],"[[46], [2554]]"
9406,0.0,0.0,0.0,6,1,1,what production company produced the fighter,[['dbp:productionCompanies']],['dbp:studio'],[[5]]
9414,0.0,0.0,0.0,7,1,0,Name the rivers who originate from Essex?,[['dbo:mouthPlace']],[],[[7]]
9417,0.0,0.0,0.0,16,2,0,What is the highschool of the american football player who joined the Robert Morris Colonials program?,"[['dbo:school'], ['dbp:highschool']]",[],"[[5], [3]]"
9441,0.0,0.0,0.0,15,2,0,"What is the television show whose theme music composer's home town is El Sobrante, California?","[['dbp:themeMusicComposer'], ['dbo:hometown']]",[],"[[28], [505]]"
9443,0.0,0.0,0.0,12,2,0,Which newspapers are owned by companies which are under Rolv Erik Ryssdal?,"[['dbp:owners'], ['dbo:keyPerson']]",[],"[[6], [17]]"
9448,0.0,0.0,0.0,8,1,1,what city did art rooney ii die in,[['dbo:birthPlace']],['dbo:deathPlace'],[[4201]]
9457,0.0,0.0,0.0,12,2,0,"How many tenats have been there, of the constructions of PCL constructures?","[['dbo:builder'], ['dbo:tenant']]",[],"[[14], [28]]"
9466,0.0,0.0,0.0,12,2,0,What are some countries where companies headquartered in the Klang Valley operate?,"[['dbp:headquarters'], ['dbp:country']]",[],"[[32], [18]]"
9470,0.0,0.0,0.0,7,1,1,Who was Vincent van Gogh inspired by?,[['dbo:influenced']],['dbo:influencedBy'],[[170]]
9474,0.0,0.0,0.0,7,1,1,plastic tree has an album titled what?,[['dbo:artist']],['dbo:type'],[[1147]]
9490,0.0,0.0,0.0,12,2,0,Give me the capitals of all countries that the Himalayas run through.,"[['dbo:country'], ['dbo:capital']]",[],"[[2554], [21]]"
9493,0.0,0.0,0.0,7,1,0,Give me all animals that are extinct.,[['dbo:conservationStatus']],[],[[2]]
9500,0.0,0.0,0.0,16,2,0,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?,"[['dbo:parent'], ['dbp:spouse']]",[],"[[187], [19]]"
9521,0.0,0.0,0.0,14,2,0,Where is the head quarters of the parent company of Mall of America located?,"[['dbp:owned'], ['dbp:headquarters']]",[],"[[3], [32]]"
9523,0.0,0.0,0.0,6,1,1,what kind of tv show is,[['dbp:genre']],['dbo:genre'],[[246]]
9548,0.0,0.0,0.0,11,2,1,What is the alma mater of Alvin Bell and Charles Plosser?,"[['dbo:college'], ['dbp:almaMater']]",['dbo:almaMater'],"[[13], [29]]"
9555,0.0,0.0,0.0,11,1,0,Name the first driver of 1999 San Marino Grand Prix ?,[['dbo:firstDriver']],[],[[5]]
9569,0.0,0.0,0.0,11,2,0,What prizes have been awarded to the relatives of Linn Ullmann?,"[['dbp:relatives'], ['dbp:awards']]",[],"[[24], [50]]"
9581,0.0,0.0,0.0,10,1,0,What are the names of the Teenage Mutant Ninja Turtles?,[['dbp:members']],[],[[2]]
9594,0.0,0.0,0.0,6,1,0,which astronaut's mission was Apollo 11?,[['dbp:mission']],[],[[8]]
9603,0.0,0.0,0.0,10,2,0,List down the schools whose mascot's order is Even-toed ungulate?,"[['dbo:order'], ['dbp:mascot']]",[],"[[12], [25]]"
9622,0.0,0.0,0.0,6,1,1,what position does adam carriker play,[['dbp:currentpositionplain']],['dbo:position'],[[12]]
9630,0.0,0.0,0.0,17,2,0,Name some people who are buried in a place governed by the US Department of the Interior?,"[['dbp:restingplace'], ['dbp:governingBody']]",[],"[[25], [27]]"
9634,0.0,0.0,0.0,10,1,0,Where did Fort Lauderdale Strikers season of 16 take place?,[['dbo:ground']],[],[[10]]
9666,0.0,0.0,0.0,13,2,0,Name a fictional character whose relative is Uncle Henry and species is Human?,"[['dbo:relative'], ['dbo:species']]",[],"[[22], [14]]"
9668,0.0,0.0,0.0,14,2,0,Which county seats are in the district where I can find the Hylebos Creek?,"[['dbo:district'], ['dbo:countySeat']]",[],"[[92], [10]]"
9671,0.0,0.0,0.0,9,2,0,"Who manages the operator of Norman Park Branch, CTA?","[['dbp:operator'], ['dbo:operatedBy']]",[],"[[11], [11]]"
9673,0.0,0.0,0.0,14,2,0,Which video game composed by Hirokazu Tanaka can be played on virtual Console ?,"[['dbo:computingPlatform'], ['dbp:composer']]",[],"[[18], [12]]"
9676,0.0,0.0,0.0,5,1,1,Where did drew macias die,[['dbo:birthPlace']],['dbo:deathPlace'],[[4201]]
9678,0.0,0.0,0.0,6,1,1,what organization produced 9 to 5,[['dbo:distributor']],['dbp:studio'],[[119]]
9694,0.0,0.0,0.0,16,2,0,In which city where there is a headquarters of Orient News and also Feras Saied died?,"[['dbo:deathPlace'], ['dbp:headquarters']]",[],"[[1213], [32]]"
9707,0.0,0.0,0.0,12,2,0,What is the resting place of the children of Bruce Lee ?,"[['dbp:children'], ['dbo:restingPlace']]",[],"[[33], [95]]"
9713,0.0,0.0,0.0,11,2,0,Which BBC's TV show is related with the Sarah Jane Adventures?,"[['dbo:network'], ['dbo:related']]",[],"[[23], [16]]"
9714,0.0,0.0,0.0,7,1,1,What is the nationality of irina shayk,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
9720,0.0,0.0,0.0,12,2,0,In which part of the world can i find Xynisteri and Mavro?,"[['dbo:origin'], ['dbo:origin']]",[],"[[21], [21]]"
9740,0.5,0.5,0.5,8,2,2,Who is the son of Sonny and Cher?,"[['dbo:parent'], ['dbo:parent']]","['dbo:child', 'dbo:parent']","[[187], [187]]"
9750,0.0,0.0,0.0,14,2,0,Who starred in Nothing in Common and produced From the Earth to the Moon?,"[['dbo:executiveProducer'], ['dbp:starring']]",[],"[[19], [31]]"
9764,0.0,0.0,0.0,10,2,0,What are some relatives of Battle of the Bulge veterans?,"[['dbp:battles'], ['dbo:relation']]",[],"[[35], [24]]"
9780,0.0,0.0,0.0,18,2,0,How many other home stadium are there of the soccer club whose home stadium is Luzhniki Stadium ?,"[['dbo:homeStadium'], ['dbo:homeStadium']]",[],"[[11], [11]]"
9803,0.0,0.0,0.0,9,1,0,Which artist was taught by Jos Ruiz y Blasco?,[['dbp:training']],[],[[5]]
9804,0.0,0.0,0.0,14,1,1,what's the first episode of the fifth season of deja vu (the outer limits),[['dbo:subsequentWork']],['dbo:series'],[[31]]
9810,0.0,0.0,0.0,11,1,0,Who is the builder of Presidio Santa Cruz de Terrenate ?,[['dbo:builder']],[],[[14]]
9819,0.0,0.0,0.0,9,1,0,Brian Dunkleman is the presenter of what TV show?,[['dbp:presenter']],[],[[8]]
9829,0.0,0.0,0.0,8,1,0,How many characters are there in The Office?,[['dbo:series']],[],[[71]]
9831,0.0,0.0,0.0,6,1,0,what country is william osler from,[['dbo:nationality']],[],[[266]]
9837,0.0,0.0,0.0,11,2,0,Who was in the missions of Apollo 11 and Gemini 8?,"[['dbp:mission'], ['dbp:mission']]",[],"[[8], [8]]"
9846,0.0,0.0,0.0,11,2,0,In which city is the sister station of KTXY located ?,"[['dbo:sisterStation'], ['dbo:city']]",[],"[[6], [1218]]"
9848,0.0,0.0,0.0,16,2,0,What is the college of Malik Ausean which is also the college of Kyle Fuller ?,"[['dbp:college'], ['dbo:college']]",[],"[[5], [13]]"
9855,0.0,0.0,0.0,14,2,0,Who wrote the subsequent work of One Day at a Time (Em's Version) ?,"[['dbo:subsequentWork'], ['dbo:writer']]",[],"[[31], [1148]]"
9859,0.0,0.0,0.0,14,1,0,What is the academic discipline of Journal of Cerebral Blood Flow & Metabolism ?,[['dbo:academicDiscipline']],[],[[10]]
9864,0.0,0.0,0.0,6,1,0,What is the revenue of IBM?,[['dbo:revenue']],[],[[1]]
9868,0.0,0.0,0.0,12,2,0,In which areas can I find wine made of Vitis vinifera grapes?,"[['dbo:species'], ['dbo:wineRegion']]",[],"[[14], [12]]"
9869,0.0,0.0,0.0,12,1,0,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],[],[[10]]
9870,0.0,0.0,0.0,17,2,0,Who is the President of the United World College of Costa Rica and United World Colleges ?,"[['dbp:president'], ['dbp:president']]",[],"[[23], [23]]"
9898,0.0,0.0,0.0,11,2,0,Who owns the bridge which crosses the Orange Line of MBTA?,"[['dbp:crosses'], ['dbp:owner']]",[],"[[15], [51]]"
9911,0.0,0.0,0.0,16,2,0,Count the number of schools which are in a city governed by the West Berkshire Council?,"[['dbp:city'], ['dbo:leaderName']]",[],"[[28], [25]]"
9920,0.0,0.0,0.0,11,2,0,What are the academic interests of the past members of Senser?,"[['dbp:pastMembers'], ['dbp:mainInterests']]",[],"[[13], [14]]"
9922,0.0,0.0,0.0,14,2,0,List out the people who are related to the relatives of Jared Kushner ?,"[['dbo:relation'], ['dbo:relation']]",[],"[[24], [24]]"
9938,0.0,0.0,0.0,5,1,1,where was amy vanderbilt born,[['dbo:deathPlace']],['dbo:birthPlace'],[[1213]]
9949,0.0,0.0,0.0,10,2,0,Where was the engineer born who manufactured EP R.E.P. 1?,"[['dbp:manufacturer'], ['dbo:birthPlace']]",[],"[[6], [4201]]"
9951,0.0,0.0,0.0,13,2,0,In which team did Dave Bing and Ron Reed started their basketball career?,"[['dbp:draftTeam'], ['dbp:draftTeam']]",[],"[[17], [17]]"
9953,0.0,0.0,0.0,10,2,0,Who have become famous by movies produced by Laurence Mark?,"[['dbp:producer'], ['dbo:knownFor']]",[],"[[24], [40]]"
9956,0.0,0.0,0.0,10,2,0,Where can one find some quick bread in the world?,"[['dbp:type'], ['dbo:region']]",[],"[[12], [1153]]"
9961,0.0,0.0,0.0,10,2,1,what kind of games can I find for PC 9800?,"[['dbo:computingPlatform'], ['dbp:genre']]",['dbo:genre'],"[[18], [246]]"
9965,0.0,0.0,0.0,8,1,1,The tv show sola is under which genre?,[['dbp:genre']],['dbo:genre'],[[246]]
9981,0.0,0.0,0.0,7,1,0,Who is the king of the Netherlands?,[['dbo:leader']],[],[[32]]
9985,0.0,0.0,0.0,5,1,2,Which city broadcasts kvea radio,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",[[1670]]
9986,0.0,0.0,0.0,6,1,0,What release included the recording fantasy,[['dbo:birthPlace']],[],[[4201]]
10002,0.0,0.0,0.0,8,1,1,what types of music is love and happiness,[['dbo:type']],['dbo:genre'],[[1160]]
10004,0.0,0.0,0.0,15,2,0,Which club of perianne Lones is also the home town of the Kady O'Malley ?,"[['dbp:homeTown'], ['dbp:club']]",[],"[[9], [7]]"
10010,0.0,0.0,0.0,20,2,0,What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?,"[['dbp:architecturalStyle'], ['dbo:religion']]",[],"[[3], [257]]"
10011,0.0,0.0,0.0,8,2,0,Do Urdu and Persian have a common root?,"[['dbo:languageFamily'], ['dbo:languageFamily']]",[],"[[48], [48]]"
10012,0.0,0.0,0.0,13,2,0,Who were the head of government agencies working in the German occupied Europe?,"[['dbp:jurisdiction'], ['dbo:leader']]",[],"[[4], [32]]"
10013,0.0,0.0,0.0,16,2,0,Count me the number of people whose military unit is involved with Close air support ?,"[['dbo:militaryUnit'], ['dbp:role']]",[],"[[16], [3]]"
10031,0.0,0.0,0.0,8,1,0,Is Ingo Steuer the formercoach of Stanislav Morozov?,[['dbp:formercoach']],[],[[1]]
10034,0.0,0.0,0.0,9,1,1,name the races where bobby beasley took part ?,[['dbo:race']],['dbp:race'],[[6]]
10045,0.0,0.0,0.0,13,2,0,What are the players whose former teams are Carolina Panthers and Indianapolis Colts?,"[['dbo:formerTeam'], ['dbo:formerTeam']]",[],"[[36], [36]]"
10049,0.0,0.0,0.0,12,2,0,What is the national origin of Dornier Aerodyne and Hirth Acrostar ?;,"[['dbp:nationalOrigin'], ['dbo:origin']]",[],"[[10], [21]]"
10053,0.0,0.0,0.0,10,1,0,To which nation did David Animle Hanses owe his allegiance?,[['dbp:allegiance']],[],[[15]]
10059,0.0,0.0,0.0,9,1,0,What is the state whose largest city is Denver?,[['dbo:largestCity']],[],[[23]]
10063,0.0,0.0,0.0,7,1,0,Which rivers start at the Brower's Spring?,[['dbo:sourceMountain']],[],[[11]]
10074,0.0,0.0,0.0,6,1,0,How many employees does Google have?,[['dbo:numberOfEmployees']],[],[[4]]
10081,0.0,0.0,0.0,11,2,0,Where was the person born whose successor was Le Hong Phong?,"[['dbp:successor'], ['dbp:birthPlace']]",[],"[[34], [1526]]"
10083,0.0,0.0,0.0,8,1,0,What famous politician died in the Petersen House?,[['dbp:deathPlace']],[],[[178]]
10089,0.0,0.0,0.0,13,2,0,What is the honorary title of the narrator of Everything Will Be OK?,"[['dbo:narrator'], ['dbo:award']]",[],"[[7], [67]]"
10091,0.0,0.0,0.0,9,2,0,In which cities were the chess grand masters born?,"[['dbp:title'], ['dbo:birthPlace']]",[],"[[16], [4201]]"
10118,0.0,0.0,0.0,10,2,0,How many services does the company who made Onedrive provide?,"[['dbo:service'], ['dbp:services']]",[],"[[9], [30]]"
10124,0.0,0.0,0.0,5,1,1,What nationality is chris kaman,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
10125,0.0,0.0,0.0,6,1,1,Where is hickam field located at?,[['dbo:location']],['dbo:country'],[[1670]]
10127,0.0,0.0,0.0,7,2,0,Paris Sisters singles are of which language?,"[['dbo:musicalBand'], ['dbp:language']]",[],"[[10], [12]]"
10129,0.0,0.0,0.0,9,1,0,Is David Cameron the prime minister of Nick Clegg?,[['dbo:primeMinister']],[],[[10]]
10136,0.0,0.0,0.0,8,1,1,which football position is blanchard montgomery charged of,[['dbp:position']],['dbo:position'],[[16]]
10140,0.0,0.0,0.0,7,1,0,Give me all libraries established before 1400.,[['dbp:established']],[],[[2]]
10146,0.0,0.0,0.0,11,2,0,What is the parent company of company which owns Sony Bank?,"[['dbp:parent'], ['dbo:parentCompany']]",[],"[[15], [11]]"
10152,0.0,0.0,0.0,5,1,1,Where is doug stinson from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
10154,0.0,0.0,0.0,9,1,1,whats the name of an album by terri clark,[['dbo:type']],['dbo:artist'],[[1160]]
10159,0.0,0.0,0.0,10,1,0,Name the nearest city to David W. Brown House ?,[['dbo:nearestCity']],[],[[11]]
10164,0.0,0.0,0.0,8,2,0,How many awards have been given to Italians?,"[['dbp:birthPlace'], ['dbp:awards']]",[],"[[1526], [50]]"
10181,0.0,0.0,0.0,5,1,0,who produced the lion king,[['dbp:studio']],[],[[136]]
10194,0.0,0.0,0.0,8,1,0,Is the Caterpullar 797F assembled in North America?,[['dbp:assembly']],[],[[8]]
10199,0.0,0.0,0.0,6,1,0,Was the altazor drawn by Picasso?,[['dbp:illustrator']],[],[[4]]
10202,0.0,0.0,0.0,6,1,0,List the goverener of Winston Bryant?,[['dbp:governor']],[],[[9]]
10203,0.0,0.0,0.0,13,2,0,What subsequent work of Moondog Matinee has the composer of Motorpsycho Nitemare ?,"[['dbo:subsequentWork'], ['dbp:composer']]",[],"[[31], [12]]"
10212,0.0,0.0,0.0,9,1,1,Name a person who works as a confidence artist.,[['dbo:occupation']],['dbo:genre'],[[629]]
10215,0.0,0.0,0.0,8,1,0,What is the second highest mountain on Earth?,[['dbo:elevation']],[],[[7]]
10237,0.0,0.0,0.0,8,1,0,the laws of scourge is what musical type,[['dbo:genre']],[],[[5588]]
10251,0.0,0.0,0.0,16,2,0,Whay common comic is written by Karakuri Dji Ultimo and narrated by The Incredible Hulk ?,"[['dbp:author'], ['dbp:narrated']]",[],"[[24], [12]]"
10256,0.0,0.0,0.0,19,2,1,How many other battles have the military person fought whose one of the battles is World War II ?,"[['dbp:battles'], ['dbp:battles']]",['dbo:battle'],"[[35], [35]]"
