,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
1674,1.0,1.0,1.0,6,1,1,What country does keeler belong to,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1676,1.0,1.0,1.0,10,1,1,What is one of the west coast hip hop groups?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1677,1.0,1.0,1.0,6,1,1,whos the composer of  numb,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
1678,1.0,1.0,1.0,8,1,1,What battle occurred in the city of kerch,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,8,1,1,[['dbo:place']],['dbo:place']
1679,1.0,0.5,0.6666666666666666,7,1,2,"where is salem county, new jersey located?","[['dbo:country', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:state']]",['dbo:country']
1680,1.0,1.0,1.0,12,1,6,What is the name of a county in the country of Poland,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,12,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1681,1.0,1.0,1.0,6,1,2,What county is latonia lakes within,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1683,1.0,1.0,1.0,10,1,1,what is the genre of the album its not over,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1684,1.0,1.0,1.0,8,1,1,Who was a first baseman in the MLB,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
1685,1.0,1.0,1.0,7,1,1,What's an instrument that bojan pečar played,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,7,1,1,[['dbo:instrument']],['dbo:instrument']
1686,1.0,1.0,1.0,4,1,1,where did johnson die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,4,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1689,1.0,1.0,1.0,5,1,1,Where was avi buffalo born?,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:birthPlace']
1690,1.0,1.0,1.0,7,1,1,In which time zone is Pong Pha?,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone']
1691,1.0,1.0,1.0,5,1,1,what nationality is kevin harrington,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1692,1.0,1.0,1.0,10,1,1,what's a city that's within the navajo-hopi observer's circulation area,[['dbo:headquarter']],['dbo:headquarter'],1.0,1.0,1.0,10,1,1,[['dbo:headquarter']],['dbo:headquarter']
1694,1.0,1.0,1.0,13,1,1,whats a grade level that is found at kiangsu and chekiang primary school,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,13,1,1,[['dbo:type']],['dbo:type']
1695,1.0,1.0,1.0,5,1,1,who created the cosby show,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,5,1,1,[['dbo:creator']],['dbo:creator']
1697,1.0,1.0,1.0,11,1,1,what kind of music does the artist lotta engberg belong to?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
1698,1.0,1.0,1.0,4,1,2,Who is from skopje,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,4,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1699,1.0,1.0,1.0,10,1,1,what genre is the artist at the throne of judgment,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1700,1.0,1.0,1.0,5,1,1,Where was jone samuelsen born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1701,1.0,0.5,0.6666666666666666,6,1,2,what state is avalon park in,[['dbo:isPartOf']],"['dbo:country', 'dbo:isPartOf']",1.0,0.5,0.6666666666666666,6,1,2,[['dbo:isPartOf']],"['dbo:country', 'dbo:isPartOf']"
1702,1.0,1.0,1.0,5,1,1,where is darya poverennova from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1704,1.0,1.0,1.0,5,1,1,Who did Daniel Gibson marry?,[['dbo:spouse']],['dbo:spouse'],1.0,1.0,1.0,5,1,1,[['dbo:spouse']],['dbo:spouse']
1705,1.0,1.0,1.0,9,1,1,what film was william alwyn the music contributor of,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,9,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
1706,1.0,1.0,1.0,9,1,1,Which album did Rare Earth (band) release in 1998?,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,9,1,1,[['dbo:artist']],['dbo:artist']
1707,1.0,1.0,1.0,7,1,1,what musical genre does depeche mode create,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
1708,0.5,1.0,0.6666666666666666,11,2,1,How many causes of death have been associated with American citizens?,"[['dbp:citizenship'], ['dbo:deathCause']]",['dbo:deathCause'],0.5,1.0,0.6666666666666666,11,2,1,"[['dbp:citizenship'], ['dbo:deathCause']]",['dbo:deathCause']
1709,1.0,1.0,1.0,6,1,1,what are the names of albums,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
1710,1.0,1.0,1.0,5,1,1,Which bridges cross the Seine?,[['dbo:crosses']],['dbo:crosses'],1.0,1.0,1.0,5,1,1,[['dbo:crosses']],['dbo:crosses']
1711,1.0,1.0,1.0,8,1,4,"what farm is located in augusta county, virginia","[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,1.0,1.0,8,1,4,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location']"
1712,1.0,1.0,1.0,12,1,1,who was the publisher of silent hunter 4: wolves of the pacific,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,12,1,1,[['dbo:publisher']],['dbo:publisher']
1714,1.0,1.0,1.0,5,1,1,Where was gisèle halimi born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1715,1.0,1.0,1.0,7,1,1,where did herbert f. leary pass away,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
1716,1.0,1.0,1.0,11,1,1,Which country did the film the people of angkor come from,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,11,1,1,[['dbo:country']],['dbo:country']
1717,1.0,1.0,1.0,6,1,1,what profession does kelly salmon have,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,6,1,1,[['dbo:occupation']],['dbo:occupation']
1718,1.0,1.0,1.0,10,1,1,Who is a publisher of the game final lap 3,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,10,1,1,[['dbo:publisher']],['dbo:publisher']
1719,1.0,1.0,1.0,4,1,2,where is kock located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1721,1.0,1.0,1.0,7,1,1,What football position does tracy simien play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
1722,1.0,1.0,1.0,6,1,1,what song has benny benassi made,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
1724,1.0,1.0,1.0,9,1,3,which state does little big horn college reside in,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",1.0,1.0,1.0,9,1,3,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']"
1725,1.0,1.0,1.0,11,1,1,"what is a is a public secondary school in Westminster, Colorado",[['dbo:type']],['dbo:type'],1.0,1.0,1.0,11,1,1,[['dbo:type']],['dbo:type']
1726,1.0,1.0,1.0,5,1,1,who plays death metal music?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
1727,1.0,1.0,1.0,6,1,1,what track was bing crosby in,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
1728,1.0,1.0,1.0,8,1,1,in which italian city did vanna brosio die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,8,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1729,1.0,1.0,1.0,9,1,1,What is an example of a hard rock album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1730,1.0,1.0,1.0,8,1,1,what film was carlo mazzacurati a director on,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,8,1,1,[['dbo:director']],['dbo:director']
1731,1.0,1.0,1.0,7,1,1,what label is david ball signed with,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1732,1.0,1.0,1.0,9,1,1,Who was the executive producer for the movie rushmore?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer']
1733,1.0,1.0,1.0,10,1,1,What is the name of a track by the explosion,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,10,1,1,[['dbo:artist']],['dbo:artist']
1734,1.0,1.0,1.0,8,1,1,what is a track that features duke ellington,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist']
1735,1.0,1.0,1.0,8,1,1,which label is afrika baby bam signed to,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1736,1.0,1.0,1.0,9,1,1,what city and state was michael wilhoite born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1737,1.0,1.0,1.0,9,1,1,who was the director of the episode the gift?,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,9,1,1,[['dbo:director']],['dbo:director']
1738,1.0,1.0,1.0,7,1,1,which game was released by natsume (company),[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,7,1,1,[['dbo:publisher']],['dbo:publisher']
1740,1.0,1.0,1.0,5,1,1,where was john meares born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1741,1.0,1.0,1.0,7,1,1,what company is in the financial services?,[['dbo:industry']],['dbo:industry'],1.0,1.0,1.0,7,1,1,[['dbo:industry']],['dbo:industry']
1742,1.0,1.0,1.0,5,1,1,which religion is lawrence wetherby,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,5,1,1,[['dbo:religion']],['dbo:religion']
1743,1.0,1.0,1.0,10,1,1,What is an example of a electronic dance music album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1744,1.0,1.0,1.0,9,1,1,Which position in football is played by bernhard cullmann,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position']
1746,1.0,1.0,1.0,6,1,1,what medium was delta released on?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
1747,1.0,1.0,1.0,8,1,1,what kind of music does god bullies make?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1748,1.0,1.0,1.0,9,1,1,What hospital did somdech phra srinagarindra boromarajajonani die in?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1750,1.0,1.0,1.0,6,1,1,what kind of high schools exist,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
1751,1.0,1.0,1.0,8,1,1,What position does baseball player frank chapman play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
1753,1.0,1.0,1.0,9,1,1,which songs did robert hunter wrote the lyrics for?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer']
1754,1.0,1.0,1.0,14,1,1,Who did the story for the film  cat on a hot tin roof,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,14,1,1,[['dbo:writer']],['dbo:writer']
1755,1.0,1.0,1.0,7,1,1,what type of school is canterbury school,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
1757,1.0,1.0,1.0,8,1,2,which animation show is based on hollywood gossip?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",1.0,1.0,1.0,8,1,2,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
1758,1.0,1.0,1.0,9,1,1,"What type of school is california state university, chico",[['dbo:type']],['dbo:type'],1.0,1.0,1.0,9,1,1,[['dbo:type']],['dbo:type']
1759,1.0,1.0,1.0,6,1,1,what instrument did eric johnson play?,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
1760,1.0,1.0,1.0,5,1,1,where was charles vanel born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1762,1.0,1.0,1.0,6,1,1,what music label is regurgitator with?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1763,1.0,1.0,1.0,6,1,7,what port is located in ghana,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1764,1.0,1.0,1.0,9,1,1,which state is charles gates dawes house located in,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,9,1,1,[['dbo:location']],['dbo:location']
1765,1.0,1.0,1.0,8,1,1,what type of school is kamiak high school?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
1766,1.0,1.0,1.0,5,1,1,where was mahmoud abbas born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1768,1.0,1.0,1.0,8,1,1,where in london did george edmund butler die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,8,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1769,1.0,1.0,1.0,9,1,2,who is new york city the birth place of,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,9,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
1770,1.0,1.0,1.0,7,1,1,what lyrics did billie joe armstrong write?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
1772,1.0,1.0,1.0,7,1,1,where in senegal was papa gueye born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1774,1.0,1.0,1.0,7,1,2,Who's a clergyman born in el paso,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1776,1.0,1.0,1.0,7,1,1,what is the composition by bill berry?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
1777,1.0,1.0,1.0,7,1,1,Which label is the artist supernaut on,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1778,1.0,1.0,1.0,9,1,1,what kind of music genre is part the second,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1779,1.0,1.0,1.0,8,1,1,what type of music is billy talent iii?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1780,1.0,1.0,1.0,7,1,1,Which country is josé gómez ortega from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1782,1.0,1.0,1.0,8,1,1,Who's the producer from the devils pass key,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer']
1783,1.0,1.0,1.0,8,1,1,which city did charles coburn pass away in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,8,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1784,1.0,0.5,0.6666666666666666,4,1,2,where is bagley located?,[['dbo:isPartOf']],"['dbo:country', 'dbo:isPartOf']",1.0,0.5,0.6666666666666666,4,1,2,[['dbo:isPartOf']],"['dbo:country', 'dbo:isPartOf']"
1785,1.0,1.0,1.0,5,1,2,who was born in toronto?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1787,1.0,1.0,1.0,6,1,2,what state is  gadwall in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1788,1.0,1.0,1.0,9,1,1,what is an album by the artist sheena easton,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,9,1,1,[['dbo:artist']],['dbo:artist']
1790,1.0,1.0,1.0,9,1,1,small victories  was an episode of what series,[['dbo:series']],['dbo:series'],1.0,1.0,1.0,9,1,1,[['dbo:series']],['dbo:series']
1793,1.0,1.0,1.0,7,1,1,what film is written by harmony korine?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
1794,1.0,1.0,1.0,6,1,1,the album is what music genre,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
1796,1.0,1.0,1.0,13,1,1,who was the writer for the story of king richard and the crusaders,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,13,1,1,[['dbo:writer']],['dbo:writer']
1797,1.0,1.0,1.0,11,1,1,Which genre of music is on the album gravity the seducer,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
1798,1.0,1.0,1.0,5,1,2,Who was born in battersea,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1799,1.0,1.0,1.0,10,1,1,what types of book is the summer that never was,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
1801,1.0,1.0,1.0,7,1,1,What is the nationality of antoine préget?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1802,1.0,1.0,1.0,8,1,1,where in germany was rudi ball born in?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1803,1.0,1.0,1.0,10,1,5,"What is the name of a hospital in Bergen, Norway?","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,0.75,0.8571428571428571,10,1,4,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
1804,1.0,1.0,1.0,6,1,1,what position did oleksiy rodevych play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
1805,1.0,1.0,1.0,13,1,1,What is a location that can be found in the utc-5 time zone,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,13,1,1,[['dbo:timeZone']],['dbo:timeZone']
1806,1.0,1.0,1.0,9,1,1,What was the debut album by the wiggles titled?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,9,1,1,[['dbo:type']],['dbo:type']
1807,1.0,1.0,1.0,11,1,1,What gameplay mode does freedom force vs the 3rd reich have?,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,11,1,1,[['dbp:modes']],['dbp:modes']
1808,1.0,1.0,1.0,7,1,1,what does keithrobinsonofficial do for a living,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,7,1,1,[['dbo:occupation']],['dbo:occupation']
1810,1.0,1.0,1.0,9,1,1,what types of video game is beyond castle wolfenstein,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1811,1.0,1.0,1.0,8,1,1,Where did the battle of bhangani take place,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,8,1,1,[['dbo:place']],['dbo:place']
1812,1.0,1.0,1.0,6,1,1,where was edmund cooper (congressman) born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1813,1.0,1.0,1.0,6,1,1,which game mode is stargate worlds,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,6,1,1,[['dbp:modes']],['dbp:modes']
1814,1.0,1.0,1.0,11,1,1,What is the genre of the album wake up! wake up!?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
1815,1.0,1.0,1.0,5,1,1,What country is waldsassen in?,"[['dbo:country', 'dbo:district']]",['dbo:country'],1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:district']]",['dbo:country']
1816,1.0,1.0,1.0,8,1,1,What genre is jacques dutronc known to play?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1817,1.0,1.0,1.0,4,1,2,Where is bisse located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1818,1.0,1.0,1.0,10,1,1,where in virginia did junius edgar west buy the farm,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1819,1.0,1.0,1.0,10,1,1,blutengel would be best described as what kind of music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1821,1.0,1.0,1.0,6,1,1,what is faker (band)'s album titled,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
1822,1.0,1.0,1.0,3,1,1,Who developed Skype?,[['dbo:developer']],['dbo:developer'],1.0,1.0,1.0,3,1,1,[['dbo:developer']],['dbo:developer']
1824,1.0,1.0,1.0,8,1,1,who wrote the saint and the hapsburg necklace,[['dbo:author']],['dbo:author'],1.0,1.0,1.0,8,1,1,[['dbo:author']],['dbo:author']
1825,1.0,1.0,1.0,8,1,1,what is an affected area of typhoon aere,[['dbp:areas']],['dbp:areas'],1.0,1.0,1.0,8,1,1,[['dbp:areas']],['dbp:areas']
1826,1.0,1.0,1.0,7,1,1,what football position does stefan rieß play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
1827,1.0,1.0,1.0,10,1,1,what is a tourist attraction in the city of bradford,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,10,1,1,[['dbo:location']],['dbo:location']
1828,1.0,1.0,1.0,8,1,1,what kind of music does hitomi shimatani perform,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1829,1.0,1.0,1.0,10,1,1,what is the genre of the album lágrimas y gozos,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1830,1.0,1.0,1.0,9,1,1,At what position does aaron cunningham play in baseball?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position']
1831,1.0,1.0,1.0,9,1,1,"what tourist attractions are found in santa rosa, california?",[['dbo:location']],['dbo:location'],1.0,1.0,1.0,9,1,1,[['dbo:location']],['dbo:location']
