,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
5853,1.0,1.0,1.0,4,1,2,What's inside silesian voivodeship?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,'s inside silesian voivodeship ?,0,-0.028157333215322666,-0.012556824567265404
5855,1.0,1.0,1.0,5,1,1,Where did george mardikian die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,george mardikian die ?,0,-0.047985141826614654,-0.021928762863233434
5858,1.0,1.0,1.0,8,1,7,what is also contained by the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,also contained united states,0,-0.05707667564572188,0.027763097626568003
5859,1.0,1.0,1.0,5,1,1,What's a track from z-trip,[['dbo:artist']],['dbo:artist'],factoid,'s track z-trip,0,-0.026003968789115296,0.004135901689757255
5860,1.0,1.0,1.0,7,1,1,what country is the movie immigrants from?,[['dbo:country']],['dbo:country'],factoid,country movie immigrants ?,0,-0.05431705898060178,-0.021394563193946028
5861,1.0,1.0,1.0,11,1,1,Who published the computer videogame the simpsons: bart's house of weirdness,[['dbo:publisher']],['dbo:publisher'],factoid,published computer videogame simpsons : bart 's house weirdness,0,-0.028930291119589675,-0.017719818008668568
5862,0.0,0.0,0.0,14,2,0,List the other members of the band of which Juelz Santana is a part?,"[['dbp:currentMembers'], ['dbo:bandMember']]",[],list,list members band juelz santana part ?,0,-0.021876195229940096,-0.01073100101722079
5863,0.0,0.0,0.0,12,2,1,List the significant building of the architect who also designed  Kiev?,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]",['dbo:architect'],list,list significant building architect also designed kiev ?,0,-0.03197585903696207,-0.013774854944444095
5865,1.0,1.0,1.0,9,1,1,what major cities does the trakia motorway pass through?,[['dbo:city']],['dbo:city'],factoid,major cities trakia motorway pass ?,0,-0.032321910959200985,-0.015555101926239668
5866,1.0,1.0,1.0,6,1,1,what is a song by odb,[['dbo:artist']],['dbo:artist'],factoid,song odb,0,-0.03364424059339759,-0.011442519530510021
5868,0.0,0.0,0.0,6,1,0,How many shows does HBO have?,[['dbo:company']],[],count,many shows hbo ?,0,-0.03219156174029592,-0.01871701761781434
5869,1.0,1.0,1.0,6,1,1,what player mode is sonic jam?,[['dbp:modes']],['dbp:modes'],factoid,player mode sonic jam ?,0,-0.03579264530929451,-0.022859431665623067
5870,1.0,1.0,1.0,9,1,1,Whose remains can be found in the congressional cemetery?,[['dbo:restingPlace']],['dbo:restingPlace'],factoid,whose remains found congressional cemetery ?,0,-0.029900407969305546,-0.012136089966820114
5873,1.0,1.0,1.0,7,1,1,What tracks are by the stanley brothers?,[['dbo:artist']],['dbo:artist'],factoid,tracks stanley brothers ?,0,-0.027342007856648275,-0.011902845950699254
5874,1.0,1.0,1.0,7,1,1,What movie is tobe hooper credited in,[['dbo:writer']],['dbo:writer'],factoid,movie tobe hooper credited,0,-0.030756564072724552,-0.017538539508107482
5875,1.0,1.0,1.0,6,1,1,which city was locates mount merbabu,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,city locates mount merbabu,0,-0.060994629527784436,0.008732968232461233
5877,1.0,1.0,1.0,5,1,1,who wrote whole new thing,[['dbo:writer']],['dbo:writer'],factoid,wrote whole new thing,0,-0.0399596396918743,-0.0075293790625338
5880,1.0,1.0,1.0,9,1,1,which company is in the customer relationship management industry,[['dbo:industry']],['dbo:industry'],factoid,company customer relationship management industry,0,-0.034147882789553656,-0.018803913426252532
5881,1.0,1.0,1.0,7,1,1,Who produced the film ball don't lie,[['dbo:producer']],['dbo:producer'],factoid,produced film ball n't lie,0,-0.04818541348262903,-0.02030086831174436
5882,1.0,1.0,1.0,5,1,1,Where did lee roberts die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,lee roberts die ?,0,-0.04664339749805551,-0.02286506445582747
5883,1.0,1.0,1.0,7,1,1,what is the time zone of almunge?,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone almunge ?,0,-0.06336032551731183,0.0017461801883541148
5886,1.0,1.0,1.0,7,1,1,what game is published with namco networks?,[['dbo:publisher']],['dbo:publisher'],factoid,game published namco networks ?,0,-0.032031143968573365,-0.0209433187333848
5887,0.0,0.0,0.0,8,1,0,Was Gareth Southgate a manager of Middlesbrough F.C.?,[['dbp:managerclubs']],[],boolean,gareth southgate manager middlesbrough f.c . ?,0,-0.02884800640104259,-0.013422514981302452
5889,1.0,1.0,1.0,7,1,1,what state was affected by hurricane irene,[['dbp:areas']],['dbp:areas'],factoid,state affected hurricane irene,0,-0.04088251366649284,-0.012032470281531343
5893,0.0,0.0,0.0,16,2,0,What is the common military branch of the Thomas Darden and that of Edwin F. Hunter,"[['dbp:branch'], ['dbo:militaryBranch']]",[],factoid,common military branch thomas darden edwin f. hunter,0,-0.03276718931259543,-0.013991388430696474
5896,1.0,1.0,1.0,7,1,1,What is the origin of the audition?,[['dbo:hometown']],['dbo:hometown'],factoid,origin audition ?,0,-0.02964383690091433,-0.014008040070419087
5897,0.0,0.0,0.0,9,1,0,How many people were drafted in the LA Clippers?,[['dbp:draftTeam']],[],count,many people drafted la clippers ?,0,-0.0332117177976349,-0.019333488156470367
5899,1.0,1.0,1.0,9,1,1,Which military personnel was involved in world war i?,[['dbo:battle']],['dbo:battle'],factoid,military personnel involved world war ?,0,-0.027996573173792318,-0.015172442357023
5901,1.0,1.0,1.0,11,1,1,what eastern united state did bobby cole take his final breath,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,eastern united state bobby cole take final breath,0,-0.045277733911939386,-0.0014097665045915602
5902,1.0,1.0,1.0,6,1,1,what player plays defenceman (ice hockey)?,[['dbo:position']],['dbo:position'],factoid,player plays defenceman ( ice hockey ) ?,0,-0.02953601969451423,-0.025195354119043074
5903,1.0,0.5,0.6666666666666666,5,1,2,Who did ellen degeneres influence,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid,ellen degeneres influence,0,-0.029266304692874195,-0.015241577370805554
5905,0.0,0.0,0.0,13,2,0,"Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?","[['dbp:placeofburial'], ['dbp:junction']]",[],factoid,"benjamin franklin terry buried , us route 59 junction ?",0,-0.0317677256660262,-0.014241220678874397
5906,1.0,1.0,1.0,9,1,1,Which ideology does the communist party of brazil follow?,[['dbo:ideology']],['dbo:ideology'],factoid,ideology communist party brazil follow ?,0,-0.029928223665679172,-0.015806546731498734
5907,1.0,0.5,0.6666666666666666,3,1,2,Where is castricum,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:region']",factoid,castricum,0,-0.02708926612894965,-0.014047065303294177
5909,0.0,0.0,0.0,5,1,1,Is Ombla originate in Croatia?,[['dbo:sourceMountain']],['dbo:hometown'],boolean,ombla originate croatia ?,0,-0.029338068351207794,-0.01471484335061353
5911,0.0,0.0,0.0,11,2,0,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]",[],factoid,head quarters owner hamline avenue ?,0,-0.02823789043851262,-0.014636474915124539
5912,1.0,1.0,1.0,7,1,1,what is the nationality for sulejman rebac,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,nationality sulejman rebac,0,-0.03393339766137866,-0.018914696294143694
5913,1.0,1.0,1.0,6,1,1,where did wilbur j. cohen die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,wilbur j. cohen die,0,-0.0418414834208607,-0.019095266600390997
5914,0.0,0.0,0.0,7,1,0,Where does lake borgne flow out to,[['dbo:outflow']],[],factoid,lake borgne flow,0,-0.032934840350486945,-0.013407959601393174
5917,1.0,1.0,1.0,10,1,1,what is was the place of death of george caley,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death george caley,0,-0.04363144682481017,-0.004655847384075453
5918,1.0,1.0,1.0,10,1,1,which was a film poem is contributed by tony harrison,[['dbo:writer']],['dbo:writer'],factoid,film poem contributed tony harrison,0,-0.037328272492041924,-0.016741857496416705
5919,1.0,1.0,1.0,7,1,1,what is raza mahmoudi's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,raza mahmoudi 's place birth ?,0,-0.043590157547542224,-0.0071707919884762905
5921,1.0,1.0,1.0,9,1,1,Which gameplay mode is used for lost planet 2?,[['dbp:modes']],['dbp:modes'],factoid,gameplay mode used lost planet 2 ?,0,-0.03134501158130501,-0.021116271138968495
5924,0.0,0.0,0.0,8,1,3,"which country locates xavier institute of management, bhubaneswar",[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid,"country locates xavier institute management , bhubaneswar",0,-0.042223544367549735,-0.01628632256269595
5926,0.0,0.0,0.0,7,1,0,which soviet scientist was also a commissar?,[['dbo:occupation']],[],factoid,soviet scientist also commissar ?,0,-0.02889815956094183,-0.013485161101713272
5930,1.0,1.0,1.0,8,1,1,which bridge is located on the fraser river,[['dbo:crosses']],['dbo:crosses'],factoid,bridge located fraser river,0,-0.06724399357567379,-0.004010388255380466
5932,1.0,1.0,1.0,7,1,1,What's an episode written by david kohan,[['dbo:writer']],['dbo:writer'],factoid,'s episode written david kohan,0,-0.03710709996093196,-0.019406636462819142
5935,1.0,1.0,1.0,11,1,1,What is a song that david gilmour wrote the lyrics for,[['dbo:writer']],['dbo:writer'],factoid,song david gilmour wrote lyrics,0,-0.04505428446960496,-0.020924791000612803
5936,1.0,1.0,1.0,8,1,1,what is  alain dorvals place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,alain dorvals place birth,0,-0.044338871400814925,-0.008005279623858243
5939,1.0,1.0,1.0,13,1,1,What is the country of origin of the tv program the evil touch?,[['dbo:country']],['dbo:country'],factoid,country origin tv program evil touch ?,0,-0.043599088013887566,-0.019933017354756426
5940,0.0,0.0,0.0,15,2,0,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past?,"[['dbo:formerPartner'], ['dbo:formerChoreographer']]",[],count,many people parterned person choroegraphed catarina lindgren past ?,0,-0.03995111145820117,0.002287954539495394
5941,1.0,1.0,1.0,7,1,1,Who produced the movie austin powers: goldmember,[['dbo:producer']],['dbo:producer'],factoid,produced movie austin powers : goldmember,0,-0.034861321935752115,-0.01928560134276806
5942,1.0,1.0,1.0,13,1,1,who was one of the major figures in the cuban war of independence,[['dbo:battle']],['dbo:battle'],factoid,one major figures cuban war independence,0,-0.027609102694188203,-0.012829608832850082
5946,0.5,1.0,0.6666666666666666,14,2,1,What are the films whose atleast one cast member died due to Colorectal cancer?,"[['dbp:starring'], ['dbo:deathCause']]",['dbo:deathCause'],factoid,films whose atleast one cast member died due colorectal cancer ?,0,-0.03357425580612384,-0.008356629522030786
5948,0.0,0.0,0.0,8,2,0,Do Urdu and Persian have a common root?,"[['dbo:languageFamily'], ['dbo:languageFamily']]",[],factoid,urdu persian common root ?,0,-0.02822906180011581,-0.014011454118325425
5950,1.0,1.0,1.0,6,1,1,Who created the fictional character prime?,[['dbo:creator']],['dbo:creator'],factoid,created fictional character prime ?,0,-0.03076538420001284,-0.015283699591796322
5951,1.0,1.0,1.0,5,1,1,who wrote crown of slaves?,[['dbo:author']],['dbo:author'],factoid,wrote crown slaves ?,0,-0.034590628191982276,-0.01784676282292651
5952,1.0,1.0,1.0,5,1,1,What nationality is stephan brenninkmeijer?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,nationality stephan brenninkmeijer ?,0,-0.03393339766137818,-0.018914696294136307
5953,1.0,1.0,1.0,5,1,1,Where id jacques fath perish,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,id jacques fath perish,0,-0.02752854373812729,-0.015127169735853992
5957,0.0,0.0,0.0,10,1,1,which city in the USA is lawrence joseph henderson from,[['dbo:deathPlace']],['dbo:birthPlace'],factoid,city usa lawrence joseph henderson,0,-0.056194152300636006,0.006053499214876552
5958,1.0,1.0,1.0,5,1,1,Where did ralph dunn die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,ralph dunn die,0,-0.041189043816094804,-0.021562099254045626
5960,1.0,0.6666666666666666,0.8,4,1,3,Where is Sukagawa located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid,sukagawa located ?,0,-0.06985544384282832,-0.001510686485079462
5961,1.0,1.0,1.0,9,1,1,what is an example of a tactical shooter game,[['dbo:genre']],['dbo:genre'],factoid,example tactical shooter game,0,-0.014528750433983863,-0.008574952916753736
5962,0.0,0.0,0.0,18,2,0,Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer?,"[['dbo:notableWork'], ['dbo:notableWork']]",[],factoid,writer notable works like adventures huckleberry finn adventures tom sawyer ?,0,-0.02938419225599759,-0.011359601602607359
5965,1.0,1.0,1.0,9,1,1,what is the gameplay mode is the italian job?,[['dbp:modes']],['dbp:modes'],factoid,gameplay mode italian job ?,0,-0.03295596880057427,-0.01759299236691563
5966,1.0,1.0,1.0,6,1,1,What is arthur v. dias's ethnicity,[['dbo:ethnicity']],['dbo:ethnicity'],factoid,arthur v. dias 's ethnicity,0,-0.030535199618634074,-0.013959968672914519
5967,0.0,0.0,0.0,7,1,1,What was the nationality of ku hye-sun?,[['dbo:nationality']],['dbo:birthPlace'],factoid,nationality ku hye-sun ?,0,-0.03234386029534015,-0.01842064338073406
5968,1.0,1.0,1.0,6,1,1,Which film did eric tsang direct?,[['dbo:director']],['dbo:director'],factoid,film eric tsang direct ?,0,-0.04466758778186664,-0.021102168950994732
5969,1.0,1.0,1.0,11,1,1,which is the main ideology of the communist party of britain?,[['dbo:ideology']],['dbo:ideology'],factoid,main ideology communist party britain ?,0,-0.029599164060555985,-0.017089469064981547
5970,0.0,0.0,0.0,5,1,1,what is pablo lemoine's nationality?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,pablo lemoine 's nationality ?,0,-0.0342553308306915,-0.018385130388488803
5974,1.0,1.0,1.0,11,1,1,What company published the game brothers: a tale of two sons,[['dbo:publisher']],['dbo:publisher'],factoid,company published game brothers : tale two sons,0,-0.0348689645662331,-0.020276734916072642
5975,1.0,1.0,1.0,5,1,1,Where did dharamvir bharati die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,dharamvir bharati die,0,-0.04027640144293528,-0.018829236948734823
5977,1.0,1.0,1.0,6,1,1,"who was interred at denver, colorado",[['dbo:restingPlace']],['dbo:restingPlace'],factoid,"interred denver , colorado",0,-0.027681238972314975,-0.013701921038053635
5978,1.0,1.0,1.0,6,1,1,what movie did carlos reygadas produce,[['dbo:producer']],['dbo:producer'],factoid,movie carlos reygadas produce,0,-0.030307958347237908,-0.022106479692187483
5980,1.0,0.5,0.6666666666666666,5,1,2,What is lena burke from,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,lena burke,0,-0.02853089771047506,-0.013594386758699756
5982,1.0,1.0,1.0,9,1,1,What is an example of a modern architecture building,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,example modern architecture building,0,-0.014259565916306513,-0.004833036719481506
5983,1.0,1.0,1.0,10,1,1,What is a film that was written by lawrence kasdan,[['dbo:writer']],['dbo:writer'],factoid,film written lawrence kasdan,0,-0.04800464568136664,-0.01811314327254196
5987,1.0,1.0,1.0,5,1,1,Who directed hollywood steps out,[['dbo:director']],['dbo:director'],factoid,directed hollywood steps,0,-0.0355797243369203,-0.01647464689647884
5990,1.0,1.0,1.0,4,1,1,who directed stage beauty,[['dbo:director']],['dbo:director'],factoid,directed stage beauty,0,-0.0353111047975804,-0.018141204296469447
5992,1.0,1.0,1.0,10,1,1,whats the language in the film  jai shiv shankar,[['dbo:language']],['dbo:language'],factoid,whats language film jai shiv shankar,0,-0.03956978081050223,-0.0050872964610554254
5993,1.0,1.0,1.0,12,1,1,who produced the film the mummy - tomb of the dragon emperor?,[['dbo:producer']],['dbo:producer'],factoid,produced film mummy - tomb dragon emperor ?,0,-0.04236959986141134,-0.01864660839988083
5994,1.0,1.0,1.0,5,1,1,What nationality is zhai yanpeng,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,nationality zhai yanpeng,0,-0.0339333976613781,-0.018914696294135332
5995,1.0,1.0,1.0,5,1,1,Who produced count the votes?,[['dbo:producer']],['dbo:producer'],factoid,produced count votes ?,0,-0.03613767590448776,-0.018014903969925944
5998,1.0,1.0,1.0,6,1,1,what film did pooja bhatt produce,[['dbo:producer']],['dbo:producer'],factoid,film pooja bhatt produce,0,-0.039482506778833665,-0.020471505867191816
5999,0.0,0.0,0.0,5,1,1,what is andré gumprecht's nationality,[['dbo:birthPlace']],['dbo:nationality'],factoid,andré gumprecht 's nationality,0,-0.03516026240018486,-0.01904630111405947
6000,0.0,0.0,0.0,13,2,0,Which associate of Thomas bryan Martin is also the president of Carmichael ?,"[['dbo:associate'], ['dbp:president']]",[],factoid,associate thomas bryan martin also president carmichael ?,0,-0.033760554872036774,-0.015145741060766466
6001,0.0,0.0,0.0,9,1,0,Who is the former partner of Chris Knierim ?,[['dbo:formerPartner']],[],factoid,former partner chris knierim ?,0,-0.029666527590408366,-0.017268839977658827
6002,1.0,1.0,1.0,8,1,1,What was william b. hawks's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,william b. hawks 's place birth ?,0,-0.04913330007065676,-0.006596909341901953
