,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,training_count
9583,0.0,0.0,0.0,9,1,5,What people are known to work for Johnny Cash?,[['dbp:associatedActs']],"['dbo:knownFor', 'dbo:notableWork', 'dbo:occupation', 'dbp:knownFor', 'dbp:office']",factoid,[[19]]
9602,0.5,0.2,0.2857142857142857,13,2,5,List the tomb of the royalties whose burial place is Little Easton ?,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]","['dbo:award', 'dbo:restingPlace', 'dbp:deathPlace', 'dbp:placeOfBurial', 'dbp:restingplace']",list,"[[17], [17]]"
9665,0.5,0.2,0.2857142857142857,22,2,5,Name the  borough of the Bordesley railway station which is also the route end of the Birmingham and Oxford Junction Railway?,"[['dbo:routeEnd'], ['dbp:borough']]","['dbo:county', 'dbo:deathPlace', 'dbo:district', 'dbo:routeEnd', 'dbo:routeStart']",list,"[[17], [3]]"
9675,0.5,0.2,0.2857142857142857,10,2,5,Which company developed Google Web Toolkit and Google custom search?,"[['dbo:author'], ['dbo:author']]","['dbo:author', 'dbo:developer', 'dbo:product', 'dbp:developer', 'dbp:products']",factoid,"[[426], [426]]"
9698,0.5,0.2,0.2857142857142857,7,2,5,Mota Engil built bridges over which rivers?,"[['dbp:builder'], ['dbo:crosses']]","['dbo:crosses', 'dbo:locatedInArea', 'dbo:riverMouth', 'dbp:crosses', 'dbp:designer']",list,"[[2], [31]]"
9703,0.0,0.0,0.0,7,1,5,where is bangor theological seminary located at?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:region', 'dbo:state', 'dbp:religion']",factoid,[[1670]]
9728,0.0,0.0,0.0,7,1,5,in what language is the opencv written,[['dbo:programmingLanguage']],"['dbo:deathPlace', 'dbo:director', 'dbo:language', 'dbo:notableWork', 'dbo:writer']",factoid,[[15]]
9732,0.5,0.2,0.2857142857142857,14,2,5,Count the number of software which runs on Microsoft Windows and mac OS ?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]","['dbo:computingPlatform', 'dbo:license', 'dbo:operatingSystem', 'dbo:product', 'dbp:programmingLanguage']",count,"[[15], [15]]"
9748,0.0,0.0,0.0,5,1,5,Where was Babita born ?,[['dbp:birthplace']],"['dbo:birthPlace', 'dbo:parent', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:religion']",factoid,[[11]]
9756,0.5,0.2,0.2857142857142857,16,2,5,List the relegion of tani University which is also the life stance of udit Raj ?,"[['dbo:religion'], ['dbp:affiliation']]","['dbo:field', 'dbo:notableWork', 'dbo:religion', 'dbp:deathPlace', 'dbp:religion']",list,"[[257], [11]]"
9757,0.5,0.2,0.2857142857142857,12,2,5,Who are the players whose current clubs have Ferran Soriano as chairman?,"[['dbp:currentclub'], ['dbp:chairman']]","['dbo:chairman', 'dbo:homeStadium', 'dbp:chairman', 'dbp:currentMembers', 'dbp:name']",factoid,"[[12], [5]]"
9796,0.5,0.2,0.2857142857142857,10,2,5,Which software has been developed by organizations founded in California?,"[['dbo:foundationPlace'], ['dbo:developer']]","['dbo:birthPlace', 'dbo:foundationPlace', 'dbo:foundedBy', 'dbo:locationCity', 'dbp:foundation']",factoid,"[[37], [222]]"
9837,0.5,0.2,0.2857142857142857,11,2,5,How many members are there of the organization headquartered at Amstelveen?,"[['dbp:headquarters'], ['dbp:membership']]","['dbo:headquarter', 'dbo:leader', 'dbo:leaderName', 'dbo:restingPlace', 'dbp:headquarters']",count,"[[32], [11]]"
9859,0.5,0.2,0.2857142857142857,9,2,5,In which cities were the chess grand masters born?,"[['dbp:title'], ['dbo:birthPlace']]","['dbo:author', 'dbo:birthPlace', 'dbo:developer', 'dbo:hometown', 'dbp:placeOfBirth']",factoid,"[[16], [4201]]"
9898,0.5,0.2,0.2857142857142857,18,2,5,What is the common region of the braod cast area of ITV and nationality of Ajahn Thate ?,"[['dbo:nationality'], ['dbp:broadcastArea']]","['dbo:country', 'dbo:ethnicity', 'dbo:nationality', 'dbo:region', 'dbp:region']",factoid,"[[266], [11]]"
9907,0.0,0.0,0.0,14,1,5,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],"['dbo:locatedInArea', 'dbo:location', 'dbo:restingPlace', 'dbp:birthPlace', 'dbp:namedFor']",factoid,[[3]]
9913,0.5,0.2,0.2857142857142857,14,2,5,Which TV show's executive producer is Douglas Netter and composed by Stewart Copeland ?,"[['dbo:executiveProducer'], ['dbp:composer']]","['dbo:composer', 'dbo:executiveProducer', 'dbo:keyPerson', 'dbp:company', 'dbp:executiveProducer']",factoid,"[[19], [12]]"
9914,0.5,0.2,0.2857142857142857,12,2,5,How many different genres led to other genres where drums are important?,"[['dbo:stylisticOrigin'], ['dbp:instruments']]","['dbo:computingPlatform', 'dbo:genre', 'dbo:hometown', 'dbo:stylisticOrigin', 'dbp:genre']",count,"[[7], [2]]"
9917,0.5,0.2,0.2857142857142857,14,2,5,Which football team is in a city where A J Clark was a builder?,"[['dbp:city'], ['dbo:builder']]","['dbo:architect', 'dbo:builder', 'dbo:developer', 'dbo:location', 'dbo:team']",factoid,"[[28], [14]]"
9921,0.5,0.2,0.2857142857142857,18,2,5,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,"[['dbp:poleDriver'], ['dbp:firstDriver']]","['dbo:class', 'dbo:country', 'dbo:firstDriver', 'dbo:poleDriver', 'dbp:firstDriver']",list,"[[4], [5]]"
9922,0.0,0.0,0.0,9,1,5,name the races where bobby beasley took part ?,[['dbo:race']],"['dbo:almaMater', 'dbo:battle', 'dbo:birthPlace', 'dbo:notableWork', 'dbp:race']",list,[[6]]
9930,0.5,0.2,0.2857142857142857,11,2,5,Name the common associate band of Blayse and Teddy Riley ?,"[['dbo:associatedBand'], ['dbo:associatedBand']]","['dbo:associate', 'dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbp:associatedActs', 'dbp:currentMembers']",list,"[[22], [22]]"
9948,0.5,0.2,0.2857142857142857,18,2,5,What continent of the world has Baja California peninsula and also has WEPG in one of it's cities?,"[['dbo:location'], ['dbp:city']]","['dbo:country', 'dbo:deathPlace', 'dbo:location', 'dbo:region', 'dbp:cities']",factoid,"[[1670], [28]]"
9973,0.5,0.2,0.2857142857142857,14,2,5,What is the leading party in Baraily which Chandra Shekhar too is associated with?,"[['dbo:leaderName'], ['dbo:otherParty']]","['dbo:leader', 'dbo:leaderName', 'dbo:movement', 'dbo:party', 'dbp:party']",factoid,"[[25], [7]]"
9989,0.0,0.0,0.0,13,2,5,From which genres of music did those genres emerge where drums are important?,"[['dbp:instruments'], ['dbo:stylisticOrigin']]","['dbo:genre', 'dbo:hometown', 'dbp:deathPlace', 'dbp:founder', 'dbp:genre']",factoid,"[[2], [7]]"
10050,0.5,0.2,0.2857142857142857,13,2,5,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbo:nationality', 'dbo:targetAirport', 'dbp:cityServed', 'dbp:destinations']",list,"[[18], [18]]"
10089,0.5,0.2,0.2857142857142857,8,2,5,Where is Semnani and Assyrian Neo-Aramaic spoken ?,"[['dbo:language'], ['dbp:languages']]","['dbo:birthPlace', 'dbo:language', 'dbp:language', 'dbp:region', 'dbp:religion']",factoid,"[[520], [7]]"
10100,0.5,0.2,0.2857142857142857,17,2,5,List the other nicknames of city which has one of the nickname as City of Angels ?,"[['dbp:nickname'], ['dbp:nickname']]","['dbo:city', 'dbp:birthPlace', 'dbp:city', 'dbp:nickname', 'dbp:title']",list,"[[19], [19]]"
10112,0.0,0.0,0.0,7,1,5,What is an example of american craftsman?,[['dbo:architecturalStyle']],"['dbo:creator', 'dbo:field', 'dbo:instrument', 'dbo:occupation', 'dbo:position']",factoid,[[145]]
10114,0.0,0.0,0.0,6,1,5,which company produced taare zameen par,[['dbo:distributor']],"['dbo:developer', 'dbo:director', 'dbo:producer', 'dbp:productionCompanies', 'dbp:studio']",factoid,[[119]]
10119,0.5,0.2,0.2857142857142857,12,2,5,"Who founded the city where First Church of Christ, Scientist is located?","[['dbp:locationTown'], ['dbo:founder']]","['dbo:foundationPlace', 'dbo:foundedBy', 'dbo:founder', 'dbo:locationCity', 'dbp:founder']",factoid,"[[6], [14]]"
10121,0.5,0.2,0.2857142857142857,7,2,5,Which drinks have emerged from the US?,"[['dbo:origin'], ['dbp:locationCity']]","['dbo:hometown', 'dbo:knownFor', 'dbo:origin', 'dbp:origin', 'dbp:type']",factoid,"[[21], [10]]"
10131,0.5,0.2,0.2857142857142857,11,2,5,Who served a vice president buried in United First Parish Church?,"[['dbp:restingplace'], ['dbo:vicePresident']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:president', 'dbo:restingPlace', 'dbo:vicePresident']",factoid,"[[25], [13]]"
10132,0.5,0.2,0.2857142857142857,9,2,5,Who all have been judges on CTV Network's shows?,"[['dbo:network'], ['dbp:judges']]","['dbo:genre', 'dbp:company', 'dbp:creator', 'dbp:judges', 'dbp:presenter']",factoid,"[[23], [12]]"
10137,0.5,0.2,0.2857142857142857,18,2,5,List all important people of the non profit organization which has Hilary Clinton as a key person ?,"[['dbp:keyPeople'], ['dbp:keyPeople']]","['dbo:keyPerson', 'dbo:notableWork', 'dbo:president', 'dbp:keyPeople', 'dbp:products']",list,"[[27], [27]]"
10152,0.0,0.0,0.0,10,2,5,Who founded the league which was won by Joe McKeehen?,"[['dbp:champion'], ['dbp:founded']]","['dbo:award', 'dbo:foundedBy', 'dbo:founder', 'dbp:country', 'dbp:founder']",factoid,"[[6], [6]]"
10169,0.0,0.0,0.0,10,1,5,Which companies were behind the renovation of McKechnie Field ?,[['dbp:architect']],"['dbo:tenant', 'dbp:company', 'dbp:developer', 'dbp:owner', 'dbp:studio']",factoid,[[10]]
10194,0.5,0.2,0.2857142857142857,15,2,5,What is the common nickname given both to Harding academy and Lyons township high school?,"[['dbp:nickname'], ['dbp:nickname']]","['dbo:almaMater', 'dbo:artist', 'dbo:writer', 'dbp:mascot', 'dbp:nickname']",factoid,"[[19], [19]]"
10198,0.5,0.2,0.2857142857142857,15,2,5,Name the common serving line of Daund Junction railway station and Ujjain Junction railway station?,"[['dbo:servingRailwayLine'], ['dbo:servingRailwayLine']]","['dbo:district', 'dbo:servingRailwayLine', 'dbo:type', 'dbp:line', 'dbp:owner']",list,"[[10], [10]]"
10219,0.5,0.2,0.2857142857142857,11,2,5,Name the common institute of Robert hall and Erica Frank ?,"[['dbo:institution'], ['dbo:institution']]","['dbo:almaMater', 'dbo:campus', 'dbo:institution', 'dbo:university', 'dbp:education']",list,"[[17], [17]]"
10225,0.0,0.0,0.0,13,1,5,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],"['dbo:leaderName', 'dbo:occupation', 'dbo:party', 'dbo:type', 'dbp:party']",factoid,[[40]]
10243,0.0,0.0,0.0,9,1,5,who's one of the musicians in the band jet,[['dbo:occupation']],"['dbo:artist', 'dbo:instrument', 'dbo:musicComposer', 'dbo:musicalArtist', 'dbo:writer']",list,[[629]]
10256,0.5,0.2,0.2857142857142857,9,2,5,Who appointed the governor under whom Richard Winn works?,"[['dbp:lieutenant'], ['dbp:appointer']]","['dbo:appointer', 'dbo:governor', 'dbp:appointer', 'dbp:branch', 'dbp:governor']",factoid,"[[4], [11]]"
