,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
1780,1.0,0.5,0.6666666666666666,7,1,2,what is a movie by joel schumacher,[['dbo:writer']],"['dbo:director', 'dbo:writer']",factoid,1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer'],factoid
1781,1.0,1.0,1.0,10,1,1,Which book is apart of the literary genre crime fiction?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1782,1.0,0.5,0.6666666666666666,9,1,2,Is David Cameron the prime minister of Nick Clegg?,[['dbo:primeMinister']],"['dbo:primeMinister', 'dbp:primeminister']",boolean,1.0,1.0,1.0,9,1,1,[['dbo:primeMinister']],['dbo:primeMinister'],boolean
1783,1.0,1.0,1.0,9,1,1,"Where was alfonso iv d'este, duke of modena born?",[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1784,1.0,1.0,1.0,8,1,1,what automotive class is the tata sumo model,[['dbo:class']],['dbo:class'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:class']],['dbo:class'],factoid
1785,1.0,1.0,1.0,10,1,1,List down the commanders of Battle of Fort stephenson ?,[['dbo:commander']],['dbo:commander'],list,1.0,1.0,1.0,10,1,1,[['dbo:commander']],['dbo:commander'],list
1786,1.0,1.0,1.0,6,1,2,Who is someone born in sydney,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1787,0.5,1.0,0.6666666666666666,14,2,1,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,"[['dbo:owner'], ['dbo:party']]",['dbo:owner'],factoid,0.5,1.0,0.6666666666666666,14,2,1,"[['dbo:owner'], ['dbo:party']]",['dbo:owner'],factoid
1788,1.0,1.0,1.0,7,1,1,which track is made by jill johnson,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
1789,1.0,0.5,0.6666666666666666,9,1,2,Which is the nearest city to Elliott Bay ?,[['dbo:nearestCity']],"['dbo:nearestCity', 'dbp:nearestCity']",factoid,1.0,1.0,1.0,9,1,1,[['dbo:nearestCity']],['dbo:nearestCity'],factoid
1790,1.0,1.0,1.0,7,1,1,How many bands are based in London?,[['dbo:hometown']],['dbo:hometown'],count,1.0,1.0,1.0,7,1,1,[['dbo:hometown']],['dbo:hometown'],count
1792,1.0,0.5,0.6666666666666666,5,1,2,Which district is sarre in?,"[['dbo:country', 'dbo:district']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:district']]",['dbo:country'],factoid
1793,1.0,1.0,1.0,3,1,1,Name a singer-songwriter.,[['dbo:occupation']],['dbo:occupation'],list,1.0,1.0,1.0,3,1,1,[['dbo:occupation']],['dbo:occupation'],list
1795,1.0,1.0,1.0,5,1,1,Who is a screamo artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
1796,1.0,0.5,0.6666666666666666,8,1,2,What country does wudinna district council belong to,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,8,1,1,[['dbo:country']],['dbo:country'],factoid
1797,1.0,1.0,1.0,7,1,1,what is a song by snoop dogg,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
1798,1.0,1.0,1.0,10,1,1,which building was built in the queen anne style architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid
1799,1.0,1.0,1.0,16,2,2,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]","['dbo:openingTheme', 'dbo:subsequentWork']",list,0.5,1.0,0.6666666666666666,16,2,1,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",['dbo:subsequentWork'],list
1800,1.0,1.0,1.0,7,1,1,What genre is no cause for alarm,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1801,1.0,1.0,1.0,4,1,1,who created brainiac 5,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:creator']],['dbo:creator'],factoid
1802,1.0,1.0,1.0,5,1,1,Who is a first baseman?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:position']],['dbo:position'],factoid
1803,1.0,1.0,1.0,5,1,2,which county is ingram in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
1804,1.0,1.0,1.0,6,1,1,what films have patrick marber written?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
1805,1.0,0.5,0.6666666666666666,5,1,2,who was born in oise,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
1806,1.0,1.0,1.0,6,1,1,which city was vittal mallya born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1807,1.0,1.0,1.0,4,1,1,Who produced trombone trouble,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:producer']],['dbo:producer'],factoid
1808,1.0,1.0,1.0,9,1,1,What kind of music does waka flocka flame mae,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1809,1.0,1.0,1.0,5,1,1,Where was antonia kidman born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1810,1.0,1.0,1.0,8,1,1,what did jefery levy do for a living?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
1812,1.0,1.0,1.0,4,1,1,Name a community school,[['dbo:type']],['dbo:type'],list,1.0,1.0,1.0,4,1,1,[['dbo:type']],['dbo:type'],list
1813,1.0,1.0,1.0,7,1,1,which tv show did genndy tartakovsky create,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator'],factoid
1814,1.0,1.0,1.0,6,1,1,which tv program is music video,"[['dbo:genre', 'dbp:genre']]",['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,"[['dbo:genre', 'dbp:genre']]",['dbo:genre'],factoid
1815,1.0,1.0,1.0,6,1,1,Which position does bob obrien play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1816,1.0,1.0,1.0,8,1,2,who were the children of george herbert walker?,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",factoid,1.0,0.5,0.6666666666666666,8,1,2,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbp:children']",factoid
1818,1.0,1.0,1.0,5,1,1,Name a a blues album,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],list
1819,1.0,1.0,1.0,10,1,1,what type of music does the david grisman quintet play,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
1821,1.0,1.0,1.0,6,1,1,what books have jonathan swift written?,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid,1.0,1.0,1.0,6,1,1,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid
1822,0.5,0.5,0.5,12,2,2,How many more teams have rented the stadium used by Raptors 905?,"[['dbp:arena'], ['dbo:tenant']]","['dbo:tenant', 'dbp:tenants']",count,0.5,1.0,0.6666666666666666,12,2,1,"[['dbp:arena'], ['dbo:tenant']]",['dbo:tenant'],count
1823,1.0,1.0,1.0,11,1,1,who wrote the film the life and death of peter sellers,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:writer']],['dbo:writer'],factoid
1824,1.0,1.0,1.0,7,1,1,what kind of music does warbringer do?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1826,1.0,1.0,1.0,11,1,1,"what is a is a public secondary school in Westminster, Colorado",[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:type']],['dbo:type'],factoid
1827,1.0,1.0,1.0,6,1,1,What language is spoken in identity,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:language']],['dbo:language'],factoid
1828,1.0,1.0,1.0,6,1,1,who is the author of yonder,[['dbo:author']],['dbo:author'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:author']],['dbo:author'],factoid
1829,1.0,1.0,1.0,11,1,7,what is the name of a winery found in new jersey,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,11,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
1830,1.0,1.0,1.0,8,1,1,whats the name of a rock music artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1831,1.0,1.0,1.0,11,1,1,what is the genre of the album not the tremblin' kind,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1832,1.0,1.0,1.0,11,1,1,what is the title of a 1920 silent film western film,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:language']],['dbo:language'],factoid
1833,1.0,1.0,1.0,6,1,3,in which region is pittsburgh contained,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid,1.0,1.0,1.0,6,1,2,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:country', 'dbo:isPartOf']",factoid
1834,1.0,1.0,1.0,9,1,1,what is the genre of the videogame earth 2160,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1835,1.0,1.0,1.0,6,1,2,which footballer was born in middlesbrough,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1836,1.0,1.0,1.0,11,1,1,what is the main country where the ilue language is spoken,[['dbo:spokenIn']],['dbo:spokenIn'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:spokenIn']],['dbo:spokenIn'],factoid
1837,1.0,1.0,1.0,7,1,2,which medical practitioner was born in london,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1838,1.0,1.0,1.0,8,1,1,what genre of music is près de toi,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1839,1.0,1.0,1.0,9,1,1,where in the united states was ben browder born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1840,1.0,1.0,1.0,8,1,1,What is ryan barrett's weight division in boxing?,[['dbp:weight']],['dbp:weight'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:weight']],['dbp:weight'],factoid
1842,1.0,1.0,1.0,8,1,1,which artist creates  latin hip hop music,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1843,1.0,1.0,1.0,5,1,1,Name a speed metal album.,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],list
1844,1.0,0.5,0.6666666666666666,5,1,2,Who was born in jamnagar?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1845,1.0,1.0,1.0,7,1,1,What type of book is bog child,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1846,1.0,1.0,1.0,9,1,1,what country was the the bone snatcher filmed in,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:country']],['dbo:country'],factoid
1849,1.0,1.0,1.0,8,1,2,"What city is located in talladega county, alabama?","[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,1.0,1.0,1.0,8,1,2,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid
1851,0.5,1.0,0.6666666666666666,15,2,1,Where is the headquarters of the company which runs the Metro Blue Line in minnesota?,"[['dbp:operator'], ['dbp:headquarters']]",['dbp:headquarters'],factoid,0.5,1.0,0.6666666666666666,15,2,1,"[['dbp:operator'], ['dbp:headquarters']]",['dbp:headquarters'],factoid
1852,1.0,1.0,1.0,13,2,2,Give me the count of all people who ascented a peak in California?,"[['dbo:firstAscentPerson'], ['dbo:locatedInArea']]","['dbo:firstAscentPerson', 'dbo:locatedInArea']",list,0.5,1.0,0.6666666666666666,13,2,1,"[['dbo:firstAscentPerson'], ['dbo:locatedInArea']]",['dbo:firstAscentPerson'],list
1853,1.0,1.0,1.0,5,1,2,who was born in nicosia?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1854,1.0,1.0,1.0,5,1,1,where was jordan zumwalt born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1855,1.0,1.0,1.0,8,1,1,What record label is screw 32 signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1856,1.0,1.0,1.0,7,1,1,what fictional character did sal buscema create,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator'],factoid
1857,1.0,1.0,1.0,17,1,1,This is one of the game play modes that can be found in the game avenging spirit.,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,17,1,1,[['dbp:modes']],['dbp:modes'],factoid
1858,1.0,1.0,1.0,5,1,1,where was brendan mccarthy born,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
1859,1.0,1.0,1.0,6,1,6,what comune is located in italy?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,6,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
1860,1.0,1.0,1.0,10,1,1,what location is in the north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1861,0.5,1.0,0.6666666666666666,7,2,1,Who follow religions led by David Miscavige?,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion'],factoid,0.5,1.0,0.6666666666666666,7,2,1,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion'],factoid
1862,1.0,1.0,1.0,6,1,1,what position does matt palmer play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1863,1.0,1.0,1.0,5,1,1,What did amy ray compose?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer'],factoid
1864,1.0,1.0,1.0,8,1,1,what instrument does victor guillermo ramos rangel play,[['dbo:instrument']],['dbo:instrument'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:instrument']],['dbo:instrument'],factoid
1865,1.0,1.0,1.0,9,1,1,what kind of music is punk goes classic rock,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1866,1.0,1.0,1.0,10,1,1,who is a person who works as a record producer,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
1867,1.0,1.0,1.0,9,1,1,what time zone is  gilchrist township situated in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1869,1.0,0.5,0.6666666666666666,3,1,2,Where is limina?,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,3,1,2,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid
1870,1.0,1.0,1.0,9,1,1,what is the genre of the album r.e.m. live,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1872,1.0,1.0,1.0,5,1,1,what is luisa rossi's nationality,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1873,1.0,1.0,1.0,9,1,1,This American band was signed to equal vision records,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1874,1.0,1.0,1.0,12,1,1,What is the name of a game in the action-adventure game category,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
1875,1.0,1.0,1.0,6,1,1,what to the fengu people speak,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:language']],['dbo:language'],factoid
1876,1.0,1.0,1.0,8,1,1,What genre of music does the crystals produce,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1877,1.0,1.0,1.0,8,1,1,What kind of school is wheeling jesuit university?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
1880,1.0,1.0,1.0,10,1,1,Which kind of school are considered public school (government funded)?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:type']],['dbo:type'],factoid
1882,1.0,1.0,1.0,5,1,1,where was tazewell thompson born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1884,0.5,1.0,0.6666666666666666,10,2,1,What show has writing of Erik Jendresen and Graham Yost?,"[['dbp:writer'], ['dbp:writer']]",['dbp:writer'],factoid,0.5,1.0,0.6666666666666666,10,2,1,"[['dbp:writer'], ['dbp:writer']]",['dbp:writer'],factoid
1885,1.0,1.0,1.0,5,1,1,What is Byron Chamberlain's birthplace?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1886,1.0,0.6666666666666666,0.8,4,1,3,Where is independent colleges?,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,1.0,1.0,1.0,4,1,1,"[['dbo:country', 'dbo:city']]",['dbo:city'],factoid
1887,1.0,1.0,1.0,7,1,1,what language is spoken by chinese australian?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:language']],['dbo:language'],factoid
1888,1.0,1.0,1.0,6,1,1,What lyricist composed i'm a man,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
1889,1.0,1.0,1.0,5,1,1,Who directed the movie king?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:director']],['dbo:director'],factoid
1890,1.0,1.0,1.0,7,1,1,Name a track by mose allison .,[['dbo:artist']],['dbo:artist'],list,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],list
1892,1.0,1.0,1.0,7,1,1,what music style does sean kinney make,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1894,1.0,1.0,1.0,9,1,1,what genre is the album a wrenched virile lore?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1896,1.0,1.0,1.0,7,1,1,"what industry does devry, inc. operate in",[['dbo:industry']],['dbo:industry'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:industry']],['dbo:industry'],factoid
1897,1.0,1.0,1.0,11,1,1,what is the name of a track by the band crimpshine?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:artist']],['dbo:artist'],factoid
1898,1.0,1.0,1.0,10,1,1,what position does antônio benedito da silva play in soccer?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:position']],['dbo:position'],factoid
1899,1.0,1.0,1.0,10,1,1,where in the united states did billy joe daugherty die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1901,1.0,1.0,1.0,8,1,1,Which label is the artist fun signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1902,1.0,1.0,1.0,6,1,1,what country is aibonito found in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid,1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid
1904,1.0,0.5,0.6666666666666666,5,1,2,where did electrelane originate form?,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,1.0,1.0,5,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
1905,1.0,1.0,1.0,5,1,1,How did freddy heineken die?,[['dbo:deathCause']],['dbo:deathCause'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathCause']],['dbo:deathCause'],factoid
1906,1.0,1.0,1.0,9,1,1,where did the action off galveston light take place?,[['dbo:place']],['dbo:place'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:place']],['dbo:place'],factoid
1907,1.0,1.0,1.0,10,1,2,What is the name of a city in carlton county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,1.0,1.0,1.0,10,1,2,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid
1910,1.0,0.5,0.6666666666666666,5,1,2,what country is sidekick from?,[['dbo:country']],"['dbo:country', 'dbo:hometown']",factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:country']],"['dbo:country', 'dbo:hometown']",factoid
1911,1.0,1.0,1.0,7,1,4,which city is located in orange county,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,1.0,1.0,1.0,7,1,4,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
